k,inertia,silhouette,calinski_harabasz,davies_bouldin
2,1658.758852429095,0.25931695553182543,69.52333173902912,1.5259965836052092
3,1277.9284888446423,0.2848589191898987,70.94000800315118,1.3891879777181648
4,1175.3518813658281,0.2586075384934024,56.18878220881203,1.8169905232251697
5,1107.0073434603987,0.23152834284691684,47.15635601129616,1.6810742019980314
6,1046.0023332143637,0.23716725754166543,41.700786272038606,1.5543938572772371
7,981.5952326111658,0.2036275812271175,38.685534127511424,1.6605851121157633
8,935.2012114738546,0.1570139556393107,35.80525027642259,1.7408592639953422
